student_id,gender,ethnicity,parent_education,lunch,test_preparation,math_score,reading_score,writing_score,sports_participation,absences,extra_classes,psychological_score,tech_access,internet_quality,daily_study_hours,social_activity_level,motivation_level
S0244,Male,Group C,High school,Free/Reduced,Completed,61,46,81,Yes,3,Yes,9,No,Average,1.1,High,10
S0245,Female,Group A,Bachelor's degree,Free/Reduced,None,67,85,35,Yes,11,No,2,No,Good,4.9,Medium,10
S0246,Female,Group C,Associate degree,Standard,None,61,60,65,No,22,Yes,5,No,Average,4.4,High,4
S0247,Female,Group B,Some college,Free/Reduced,None,86,72,54,Yes,7,Yes,4,Yes,Average,1,Low,10
S0248,Male,Group B,Master's degree,Free/Reduced,None,77,82,87,No,23,No,1,No,Poor,1.4,Medium,4
S0249,Female,Group A,Bachelor's degree,Free/Reduced,Completed,59,34,84,No,29,No,10,No,Good,1.1,Low,4
S0250,Female,Group B,Bachelor's degree,Standard,None,67,31,32,Yes,29,No,9,No,Poor,4.8,Medium,5
S0251,Male,Group C,Master's degree,Free/Reduced,Completed,73,88,57,Yes,2,Yes,3,No,Good,4.8,High,1
S0252,Male,Group A,Associate degree,Standard,None,55,33,97,Yes,15,Yes,10,No,Good,2.7,Low,2
S0253,Male,Group B,Master's degree,Free/Reduced,Completed,31,63,67,No,1,Yes,8,No,Poor,5,Medium,3
S0254,Female,Group B,Associate degree,Free/Reduced,None,72,96,63,Yes,5,No,4,No,Poor,5.9,Low,7
S0255,Female,Group C,Master's degree,Free/Reduced,Completed,72,35,42,No,27,No,9,No,Average,5.8,Low,1
S0256,Female,Group B,Bachelor's degree,Standard,None,92,87,34,No,16,Yes,5,No,Average,5.9,Medium,3
S0257,Female,Group C,High school,Free/Reduced,Completed,87,76,89,Yes,11,Yes,2,No,Average,5.2,High,7
S0258,Male,Group E,High school,Free/Reduced,Completed,77,34,46,Yes,8,Yes,8,Yes,Good,1.7,Low,6
S0259,Male,Group C,Bachelor's degree,Standard,Completed,34,90,86,No,15,No,4,Yes,Poor,0.8,Medium,2
S0260,Female,Group D,High school,Free/Reduced,None,64,85,60,No,6,No,2,Yes,Average,5,Low,4
S0261,Male,Group B,Associate degree,Free/Reduced,None,45,64,94,Yes,7,Yes,6,Yes,Poor,2.2,Low,1
S0262,Male,Group E,Bachelor's degree,Free/Reduced,Completed,78,42,95,Yes,6,No,1,Yes,Average,2.4,High,5
S0263,Male,Group A,Associate degree,Free/Reduced,None,89,55,62,No,20,No,8,No,Average,0.9,Medium,2
S0264,Female,Group D,Bachelor's degree,Free/Reduced,Completed,80,93,33,No,4,No,9,No,Poor,4.4,Medium,8
S0265,Male,Group A,Associate degree,Standard,Completed,88,40,84,Yes,22,Yes,7,No,Average,2.9,Low,10
S0266,Female,Group D,Associate degree,Free/Reduced,None,93,91,53,No,6,Yes,9,No,Poor,1.6,High,6
S0267,Female,Group E,High school,Free/Reduced,None,42,76,61,Yes,17,No,2,Yes,Average,4.1,High,1
S0268,Female,Group E,Bachelor's degree,Standard,None,55,99,76,Yes,17,No,1,Yes,Poor,5.9,High,2
S0269,Male,Group E,Master's degree,Standard,None,99,87,45,Yes,15,Yes,7,No,Average,3.2,Medium,4
S0270,Male,Group D,High school,Free/Reduced,None,32,39,50,No,6,Yes,4,No,Average,3.8,Medium,3
S0271,Male,Group C,Associate degree,Free/Reduced,None,41,45,96,No,20,Yes,10,Yes,Good,1.4,Low,9
S0272,Male,Group A,Associate degree,Free/Reduced,Completed,70,41,60,No,1,Yes,8,No,Poor,1.4,High,1
S0273,Female,Group C,Master's degree,Standard,Completed,94,79,43,Yes,16,No,3,No,Average,3,High,7
S0274,Female,Group C,Master's degree,Free/Reduced,Completed,92,44,35,Yes,24,Yes,7,Yes,Good,5.1,Medium,9
S0275,Female,Group B,Associate degree,Standard,None,79,88,98,Yes,26,Yes,7,No,Poor,5.5,Low,9
S0276,Male,Group A,Master's degree,Standard,Completed,76,99,58,No,7,Yes,10,No,Average,4,Medium,6
S0277,Male,Group D,Some college,Standard,None,37,91,84,Yes,1,Yes,9,No,Average,2.5,Medium,7
S0278,Male,Group B,High school,Free/Reduced,None,60,91,66,Yes,17,Yes,4,Yes,Average,4.6,Low,8
S0279,Female,Group B,Bachelor's degree,Free/Reduced,None,40,79,88,Yes,18,No,10,Yes,Poor,2.1,High,3
S0280,Female,Group E,Master's degree,Free/Reduced,Completed,46,83,65,No,19,No,1,Yes,Good,1.7,High,5
S0281,Male,Group D,Master's degree,Standard,Completed,56,83,88,No,8,No,7,Yes,Average,4.9,Low,4
S0282,Female,Group C,Some college,Free/Reduced,None,56,57,93,No,11,Yes,10,Yes,Good,4.6,High,9
S0283,Female,Group C,Bachelor's degree,Free/Reduced,Completed,85,80,72,No,21,Yes,6,Yes,Poor,5.4,Low,9
S0284,Male,Group C,Some college,Standard,None,98,62,71,No,18,No,1,Yes,Poor,3.7,Low,4
S0285,Male,Group E,Bachelor's degree,Standard,None,76,30,89,No,29,Yes,9,No,Average,5.4,Medium,2
S0286,Female,Group C,High school,Standard,Completed,48,98,91,No,7,Yes,10,Yes,Average,0.6,High,1
S0287,Male,Group A,Master's degree,Standard,None,86,30,93,Yes,21,Yes,8,No,Average,1.9,High,3
S0288,Female,Group C,High school,Standard,None,60,84,87,Yes,7,Yes,10,Yes,Good,4.9,Low,2
S0289,Male,Group C,Bachelor's degree,Free/Reduced,None,45,74,31,Yes,9,Yes,4,No,Good,2.8,Medium,5
S0290,Female,Group A,Master's degree,Standard,None,74,69,37,Yes,27,Yes,5,No,Average,1.8,Medium,6
S0291,Male,Group E,Some college,Free/Reduced,Completed,56,90,85,No,17,No,8,Yes,Poor,4.9,High,9
S0292,Male,Group B,Associate degree,Standard,Completed,90,65,65,No,14,Yes,2,No,Poor,5,Low,4
S0293,Male,Group D,Some college,Free/Reduced,None,55,53,98,Yes,23,No,6,Yes,Average,3,High,4
S0294,Female,Group E,Associate degree,Free/Reduced,None,58,43,42,Yes,10,Yes,10,No,Good,3.1,High,4
S0295,Female,Group C,Some college,Standard,None,73,30,68,No,20,Yes,2,No,Poor,4.8,Medium,1
S0296,Male,Group B,Bachelor's degree,Standard,Completed,58,76,35,No,25,Yes,8,No,Good,4.7,Medium,3
S0297,Female,Group D,High school,Free/Reduced,Completed,31,50,48,No,13,Yes,5,Yes,Average,5.3,Medium,4
S0298,Female,Group D,Associate degree,Standard,Completed,35,68,54,Yes,14,No,10,No,Good,4.1,Medium,1
S0299,Male,Group D,Bachelor's degree,Standard,Completed,38,32,32,No,13,Yes,3,No,Good,1.5,Low,5
S0300,Male,Group A,High school,Standard,Completed,44,45,82,Yes,11,No,2,Yes,Good,3.5,High,10
S0301,Male,Group A,High school,Standard,None,87,97,57,No,3,No,4,Yes,Poor,2.6,Medium,9
S0302,Female,Group B,Master's degree,Standard,Completed,31,55,55,No,2,No,8,No,Good,0.6,High,1
S0303,Male,Group C,Master's degree,Standard,Completed,32,83,76,Yes,11,No,1,Yes,Good,1.6,Low,7
S0304,Female,Group B,Master's degree,Standard,None,81,42,37,No,24,Yes,10,Yes,Good,1.6,Medium,2
S0305,Female,Group C,Associate degree,Standard,Completed,84,90,86,Yes,25,No,3,Yes,Average,1,Low,10
S0306,Female,Group E,Associate degree,Free/Reduced,None,82,49,84,No,6,Yes,1,Yes,Good,3,Medium,9
S0307,Male,Group D,High school,Free/Reduced,None,69,56,30,No,6,No,2,No,Good,3.3,High,4
S0308,Male,Group D,Associate degree,Standard,Completed,68,31,69,Yes,21,No,10,Yes,Poor,2.4,Low,3
S0309,Female,Group A,High school,Standard,Completed,72,39,52,No,24,No,7,No,Average,2.8,Medium,7
S0310,Female,Group E,Bachelor's degree,Free/Reduced,Completed,42,89,83,No,18,Yes,1,Yes,Good,3.5,High,6
S0311,Male,Group E,Some college,Standard,Completed,66,48,71,No,13,No,9,Yes,Poor,1.2,High,10
S0312,Male,Group C,High school,Standard,None,84,44,79,No,0,Yes,8,Yes,Poor,3.6,High,8
S0313,Male,Group E,High school,Standard,None,61,76,33,No,6,No,1,No,Good,4.4,Medium,9
S0314,Male,Group A,Bachelor's degree,Standard,Completed,43,53,37,No,24,No,10,No,Poor,5.3,High,7
S0315,Male,Group C,Master's degree,Free/Reduced,None,94,45,65,No,21,No,1,No,Poor,2.2,High,6
S0316,Male,Group B,Master's degree,Standard,None,56,89,39,No,9,Yes,2,No,Poor,4.6,Medium,8
S0317,Male,Group C,Master's degree,Free/Reduced,None,53,78,59,No,17,Yes,2,Yes,Poor,3.8,Low,9
S0318,Male,Group B,High school,Standard,Completed,51,33,45,Yes,12,Yes,6,No,Good,3.3,High,8
S0319,Male,Group C,High school,Free/Reduced,None,74,95,59,No,7,No,1,Yes,Good,5.6,Medium,6
S0320,Female,Group D,Associate degree,Free/Reduced,None,37,78,93,No,8,No,4,No,Poor,3.9,Low,8
S0321,Male,Group B,Associate degree,Free/Reduced,None,96,60,40,No,25,No,7,Yes,Good,2.5,High,9
S0322,Male,Group A,Some college,Standard,Completed,93,95,63,Yes,14,No,9,No,Good,4.4,Medium,6
S0323,Female,Group B,Some college,Standard,None,76,83,84,Yes,7,Yes,10,Yes,Poor,5.8,Medium,6
S0324,Male,Group B,Associate degree,Standard,None,50,31,33,Yes,24,No,3,Yes,Poor,5.5,High,2
S0325,Male,Group C,High school,Free/Reduced,None,61,90,78,Yes,0,Yes,4,No,Poor,5.9,Low,9
S0326,Female,Group D,Bachelor's degree,Standard,None,74,44,73,Yes,2,Yes,5,No,Good,1,Low,8
S0327,Male,Group C,Associate degree,Standard,None,73,89,60,Yes,18,Yes,5,Yes,Good,2.9,Low,5
S0328,Female,Group C,High school,Free/Reduced,None,70,72,77,No,29,No,2,Yes,Average,2.9,High,10
S0329,Female,Group D,Associate degree,Standard,None,81,69,55,Yes,8,Yes,5,No,Average,2.6,High,3
S0330,Male,Group C,Master's degree,Free/Reduced,Completed,40,59,99,No,18,Yes,10,Yes,Poor,1.5,Low,9
S0331,Female,Group D,Associate degree,Standard,Completed,47,92,41,No,14,Yes,1,No,Average,5.1,Low,10
S0332,Female,Group A,Master's degree,Free/Reduced,Completed,40,53,74,No,13,No,7,Yes,Good,4.2,Low,7
S0333,Female,Group D,High school,Free/Reduced,Completed,56,73,37,Yes,25,Yes,5,No,Average,3.8,Low,9
S0334,Female,Group E,Master's degree,Free/Reduced,Completed,72,43,38,No,0,Yes,6,No,Average,3,Medium,7
S0335,Male,Group D,Associate degree,Free/Reduced,Completed,94,57,30,No,2,Yes,9,No,Poor,2.6,High,8
S0336,Female,Group D,Master's degree,Free/Reduced,None,83,43,34,Yes,1,Yes,3,Yes,Good,4.8,Low,10
S0337,Female,Group E,Bachelor's degree,Free/Reduced,Completed,58,85,83,Yes,24,Yes,1,No,Good,3.4,Medium,5
S0338,Male,Group D,Master's degree,Free/Reduced,Completed,50,63,53,No,29,Yes,8,No,Good,3.8,Low,10
S0339,Female,Group B,Master's degree,Standard,Completed,58,41,55,Yes,0,No,2,No,Good,1.1,Low,10
S0340,Male,Group C,Some college,Free/Reduced,Completed,38,85,39,Yes,26,Yes,2,No,Average,3.1,Medium,6
S0341,Female,Group C,Bachelor's degree,Standard,None,90,90,90,No,17,No,10,No,Poor,1.2,Low,8
S0342,Male,Group A,High school,Standard,None,91,90,69,No,0,No,4,Yes,Average,0.8,Low,7
S0343,Female,Group A,Master's degree,Standard,None,34,69,73,No,8,No,5,Yes,Good,4.3,Medium,1
S0344,Male,Group E,Bachelor's degree,Free/Reduced,None,44,49,41,No,6,No,1,Yes,Poor,2,Medium,10
S0345,Female,Group B,High school,Standard,Completed,86,71,51,No,29,Yes,3,No,Poor,5.8,Medium,4
S0346,Male,Group A,Bachelor's degree,Free/Reduced,None,34,36,56,No,12,No,8,Yes,Good,3.8,Medium,8
S0347,Male,Group C,Some college,Standard,Completed,49,97,96,No,16,Yes,6,No,Good,4,Medium,9
S0348,Male,Group A,High school,Free/Reduced,None,33,60,98,No,12,Yes,3,Yes,Poor,1.6,Low,6
S0349,Male,Group A,High school,Free/Reduced,Completed,85,99,43,Yes,12,Yes,7,Yes,Good,1.2,High,4
S0350,Male,Group D,Master's degree,Standard,Completed,63,76,54,Yes,9,No,6,Yes,Good,3.4,Medium,2
S0351,Female,Group A,Associate degree,Free/Reduced,None,69,80,81,Yes,27,Yes,5,Yes,Good,5.6,High,9
S0352,Female,Group E,High school,Standard,None,98,87,88,Yes,5,Yes,8,No,Good,0.8,Low,1
S0353,Male,Group C,High school,Free/Reduced,None,97,51,67,Yes,4,No,8,Yes,Poor,3.3,Medium,5
S0354,Male,Group E,Some college,Free/Reduced,None,51,53,49,No,9,Yes,3,Yes,Poor,1.6,High,8
S0355,Female,Group E,Some college,Standard,None,43,63,49,Yes,13,Yes,8,No,Average,4.8,High,4
S0356,Female,Group B,Some college,Free/Reduced,None,97,92,85,Yes,10,Yes,10,Yes,Average,4.3,High,1
S0357,Male,Group D,Master's degree,Standard,None,37,89,59,No,4,No,9,Yes,Poor,1,High,4
S0358,Female,Group E,High school,Standard,Completed,96,48,70,Yes,3,Yes,10,No,Average,3.9,High,5
S0359,Male,Group B,Some college,Standard,None,75,53,92,No,2,Yes,3,Yes,Good,5.9,Medium,5
S0360,Male,Group C,Some college,Free/Reduced,Completed,58,93,98,Yes,13,Yes,8,Yes,Good,3.4,Medium,1
S0361,Male,Group C,Bachelor's degree,Standard,Completed,41,49,58,Yes,12,Yes,8,No,Poor,2.1,Medium,2
S0362,Female,Group B,Bachelor's degree,Standard,None,81,56,73,No,23,No,7,No,Average,1.3,High,6
S0363,Male,Group E,Some college,Standard,Completed,87,87,86,Yes,22,No,8,Yes,Good,5.9,High,10
S0364,Female,Group E,Master's degree,Standard,None,31,73,53,Yes,4,No,1,Yes,Average,3.6,Low,5
S0365,Female,Group D,Associate degree,Free/Reduced,Completed,30,94,48,Yes,11,Yes,3,Yes,Poor,2.6,High,9
S0366,Female,Group D,Bachelor's degree,Free/Reduced,None,84,75,46,No,24,Yes,6,No,Poor,1.7,Low,7
S0367,Female,Group C,Bachelor's degree,Standard,None,63,83,98,No,27,Yes,7,No,Average,5.7,Low,5
S0368,Male,Group D,High school,Standard,None,93,68,90,No,22,No,7,Yes,Poor,3.9,Medium,9
S0369,Male,Group B,High school,Standard,None,97,36,33,No,9,No,6,No,Good,0.8,High,1
S0370,Female,Group C,Some college,Standard,None,41,83,51,No,1,Yes,4,No,Good,0.8,High,3
S0371,Male,Group E,High school,Standard,Completed,79,72,35,Yes,6,Yes,5,Yes,Average,5.7,Low,2
S0372,Female,Group C,High school,Standard,None,50,49,59,Yes,6,Yes,9,No,Average,4.4,Low,7
S0373,Male,Group A,Associate degree,Free/Reduced,None,39,54,40,No,3,No,1,No,Poor,1.1,High,9
S0374,Male,Group C,Master's degree,Standard,Completed,99,72,77,No,11,Yes,2,No,Poor,3.9,Low,2
S0375,Male,Group D,Some college,Standard,None,43,56,75,Yes,27,No,5,No,Average,2.8,High,6
S0376,Male,Group B,Associate degree,Standard,Completed,69,54,56,No,23,No,5,Yes,Poor,4.8,High,2
S0377,Male,Group E,Some college,Standard,None,59,65,48,Yes,3,Yes,7,No,Average,2,Low,3
S0378,Male,Group E,Master's degree,Standard,Completed,43,95,88,No,6,Yes,8,Yes,Average,2.6,Medium,1
S0379,Female,Group D,Some college,Standard,None,81,38,97,No,19,Yes,10,Yes,Good,1.4,High,6
S0380,Male,Group D,High school,Free/Reduced,None,46,82,83,Yes,12,No,6,Yes,Poor,1.9,Low,2
S0381,Male,Group D,Master's degree,Free/Reduced,Completed,91,50,46,Yes,7,Yes,6,Yes,Average,1.5,Low,3
S0382,Male,Group A,Associate degree,Standard,Completed,51,79,79,No,13,No,5,No,Good,0.6,Low,6
S0383,Female,Group B,Associate degree,Free/Reduced,Completed,82,45,69,No,29,No,5,Yes,Average,0.8,High,6
S0384,Male,Group A,Bachelor's degree,Standard,Completed,61,95,40,Yes,2,Yes,8,Yes,Poor,5.1,High,4
S0385,Male,Group D,Associate degree,Free/Reduced,Completed,84,55,43,Yes,1,Yes,5,No,Good,4.9,High,1
S0386,Male,Group B,Bachelor's degree,Standard,None,51,73,42,No,9,No,6,No,Poor,1.3,Low,7
S0387,Female,Group D,High school,Standard,None,67,58,57,Yes,5,No,3,No,Good,4.2,Medium,2
S0388,Male,Group B,Associate degree,Standard,Completed,79,75,73,No,22,Yes,5,Yes,Poor,4.6,Medium,6
S0389,Female,Group E,Master's degree,Free/Reduced,Completed,95,78,92,No,6,No,9,Yes,Average,0.8,High,7
S0390,Female,Group A,Bachelor's degree,Free/Reduced,Completed,74,44,90,No,15,Yes,3,No,Average,1,High,2
S0391,Male,Group D,Associate degree,Standard,None,37,46,46,No,5,Yes,8,No,Average,3.6,High,6
S0392,Male,Group D,High school,Standard,None,94,38,79,No,15,Yes,7,Yes,Poor,2.6,Medium,1
S0393,Female,Group C,Master's degree,Free/Reduced,Completed,69,61,55,No,26,Yes,4,No,Good,4.3,Medium,6
S0394,Female,Group E,Master's degree,Standard,None,34,95,36,No,23,No,5,No,Poor,3.6,High,8
S0395,Male,Group D,High school,Standard,Completed,74,88,45,Yes,11,Yes,8,Yes,Average,0.7,Low,8
S0396,Male,Group A,Associate degree,Standard,None,75,61,46,Yes,21,Yes,10,No,Poor,4.3,Medium,7
S0397,Female,Group E,Some college,Free/Reduced,Completed,65,72,64,No,14,No,7,No,Good,1.6,High,4
S0398,Female,Group D,Associate degree,Free/Reduced,Completed,46,88,52,Yes,21,No,10,No,Average,2.2,Medium,4
S0399,Female,Group A,Bachelor's degree,Standard,None,70,59,98,No,2,Yes,10,No,Poor,4.6,Low,5
S0400,Female,Group C,Bachelor's degree,Standard,None,59,40,38,No,27,Yes,2,No,Average,4.7,Low,8
S0401,Male,Group C,Associate degree,Free/Reduced,Completed,81,55,47,Yes,15,No,8,No,Poor,2.4,Medium,4
S0402,Female,Group A,Bachelor's degree,Standard,Completed,49,31,77,Yes,17,No,8,Yes,Poor,1,High,9
S0403,Male,Group E,Some college,Standard,None,65,63,95,No,14,Yes,9,Yes,Average,4.7,Medium,3
S0404,Female,Group A,Some college,Standard,Completed,95,70,52,Yes,22,No,2,No,Good,5.3,High,9
S0405,Female,Group A,Master's degree,Standard,Completed,74,60,39,No,5,No,4,Yes,Average,5.8,Medium,2
S0406,Male,Group C,Bachelor's degree,Free/Reduced,Completed,33,92,67,Yes,16,No,2,No,Good,2.2,Low,6
S0407,Male,Group C,Associate degree,Standard,Completed,79,84,88,No,1,No,4,Yes,Average,1.2,Medium,5
S0408,Male,Group C,Master's degree,Standard,Completed,84,90,97,No,1,Yes,3,No,Average,5.7,High,5
S0409,Male,Group D,Some college,Standard,Completed,88,65,72,No,16,Yes,7,Yes,Average,2.7,High,6
S0410,Female,Group D,Master's degree,Free/Reduced,None,71,69,41,Yes,18,Yes,5,No,Poor,1,Low,10
S0411,Male,Group B,High school,Free/Reduced,None,31,52,82,No,4,Yes,7,No,Poor,3.2,High,7
S0412,Male,Group D,Bachelor's degree,Free/Reduced,Completed,75,55,43,No,3,No,2,No,Good,1.5,High,4
S0413,Male,Group E,Associate degree,Standard,Completed,31,47,81,Yes,27,No,4,Yes,Average,2.5,Low,4
S0414,Female,Group E,Some college,Standard,None,79,63,90,Yes,17,No,6,Yes,Poor,2.3,High,9
S0415,Female,Group C,Master's degree,Standard,Completed,30,57,70,No,7,No,5,Yes,Poor,5.9,High,4
S0416,Male,Group A,Associate degree,Free/Reduced,None,42,78,50,Yes,8,Yes,2,No,Average,4,Medium,8
S0417,Female,Group C,Bachelor's degree,Free/Reduced,None,99,93,77,No,23,Yes,7,Yes,Average,3.2,Medium,10
S0418,Female,Group A,Associate degree,Standard,Completed,51,92,85,No,22,No,2,Yes,Average,3.3,Medium,1
S0419,Male,Group C,Bachelor's degree,Standard,Completed,46,91,64,No,25,Yes,9,No,Good,3.8,Medium,4
S0420,Female,Group C,Bachelor's degree,Free/Reduced,Completed,88,71,73,Yes,17,Yes,7,No,Average,5.3,Medium,2
S0421,Male,Group E,Bachelor's degree,Standard,None,99,53,68,Yes,21,No,3,Yes,Poor,1.3,Medium,10
S0422,Male,Group A,Master's degree,Standard,None,32,64,44,Yes,10,Yes,6,No,Poor,3.8,Medium,5
S0423,Male,Group B,Bachelor's degree,Standard,Completed,99,84,41,No,15,Yes,5,Yes,Average,2.3,Low,2
S0424,Female,Group B,Associate degree,Free/Reduced,Completed,78,78,37,No,15,No,9,No,Good,3.6,Medium,7
S0425,Male,Group C,High school,Standard,Completed,79,88,96,No,3,No,3,No,Good,3.3,High,10
S0426,Female,Group C,Associate degree,Free/Reduced,None,64,51,30,Yes,20,No,2,Yes,Poor,0.7,Low,7
S0427,Female,Group E,Master's degree,Standard,Completed,52,90,71,Yes,8,Yes,2,No,Good,3.7,Medium,9
S0428,Female,Group A,Bachelor's degree,Free/Reduced,None,36,59,60,No,12,No,4,No,Average,4.4,Medium,4
S0429,Female,Group C,High school,Free/Reduced,Completed,79,98,59,Yes,24,No,1,No,Good,1.9,High,5
S0430,Male,Group B,Master's degree,Free/Reduced,Completed,39,89,72,Yes,19,Yes,9,No,Good,1.1,Low,3
S0431,Male,Group A,Some college,Standard,None,84,35,55,Yes,7,Yes,3,No,Poor,1.7,High,7
S0432,Female,Group C,Some college,Standard,None,48,40,41,Yes,10,No,5,No,Poor,4,High,5
S0433,Male,Group A,Some college,Standard,None,52,53,88,No,20,Yes,2,No,Poor,3.1,Low,9
S0434,Female,Group E,High school,Free/Reduced,None,93,80,98,No,8,Yes,8,No,Good,5.3,High,7
S0435,Female,Group B,Associate degree,Free/Reduced,None,62,48,40,No,17,No,3,No,Poor,2.1,Low,4
S0436,Male,Group A,High school,Standard,None,95,79,76,Yes,19,No,5,No,Poor,2.5,High,7
S0437,Female,Group B,High school,Free/Reduced,Completed,38,32,52,Yes,2,Yes,7,No,Good,3.4,Low,1
S0438,Male,Group C,High school,Free/Reduced,None,58,32,72,Yes,22,No,2,No,Good,3,Medium,2
S0439,Female,Group D,Some college,Standard,Completed,47,60,68,No,29,Yes,3,Yes,Good,3.5,Low,3
S0440,Female,Group A,Associate degree,Free/Reduced,Completed,58,76,84,Yes,17,Yes,8,No,Average,2.2,High,5
S0441,Female,Group B,High school,Standard,Completed,90,37,47,No,18,Yes,10,No,Average,1.4,High,5
S0442,Female,Group A,Associate degree,Standard,None,34,46,71,No,8,Yes,8,No,Good,4.9,Medium,7
S0443,Male,Group C,Bachelor's degree,Free/Reduced,None,98,74,55,No,23,No,3,Yes,Poor,0.7,Medium,9
S0444,Female,Group C,High school,Standard,Completed,85,89,47,Yes,17,Yes,10,Yes,Good,2.5,Medium,10
S0445,Female,Group B,High school,Free/Reduced,Completed,81,50,70,No,21,No,7,Yes,Average,1,Low,9
S0446,Male,Group E,High school,Standard,Completed,44,99,71,No,15,Yes,2,Yes,Poor,4.5,Low,6
S0447,Female,Group A,Bachelor's degree,Standard,None,49,50,62,Yes,13,Yes,9,No,Average,2.5,Low,7
S0448,Female,Group A,Bachelor's degree,Standard,Completed,45,87,72,No,18,No,8,No,Average,0.7,Low,8
S0449,Female,Group C,Some college,Standard,None,54,84,43,Yes,27,No,9,No,Average,0.9,Low,4
S0450,Female,Group A,Master's degree,Standard,Completed,86,57,84,No,28,Yes,9,Yes,Average,1.6,High,7
S0451,Female,Group B,Associate degree,Standard,None,50,75,87,Yes,21,Yes,7,No,Poor,4.8,High,6
S0452,Female,Group D,Master's degree,Standard,None,34,73,39,No,29,No,4,Yes,Good,4.9,High,8
S0453,Male,Group C,High school,Free/Reduced,Completed,38,54,57,No,14,No,5,Yes,Poor,6,Low,1
S0454,Female,Group D,High school,Standard,None,40,78,43,No,20,No,7,Yes,Good,1.8,Medium,5
S0455,Male,Group A,Some college,Standard,Completed,94,75,55,Yes,25,Yes,5,No,Good,0.8,High,3
S0456,Female,Group E,Master's degree,Free/Reduced,Completed,92,92,46,Yes,3,No,10,No,Poor,2.1,High,9
S0457,Male,Group B,High school,Free/Reduced,Completed,55,41,63,Yes,11,Yes,8,No,Good,1.5,Low,9
S0458,Male,Group A,Master's degree,Standard,Completed,48,86,43,No,6,No,5,No,Poor,4.4,Low,3
S0459,Male,Group B,Some college,Free/Reduced,Completed,45,93,55,Yes,10,No,5,Yes,Poor,5.8,Low,10
S0460,Male,Group A,Master's degree,Standard,None,85,60,63,Yes,25,No,5,No,Good,2,High,2
S0461,Female,Group A,Associate degree,Standard,Completed,97,33,53,Yes,6,Yes,4,No,Good,2.3,Medium,5
S0462,Female,Group A,Some college,Free/Reduced,None,59,83,99,Yes,19,No,7,No,Average,2.4,Low,4
S0463,Female,Group C,Master's degree,Free/Reduced,Completed,36,94,49,No,2,No,2,Yes,Good,5.2,Low,7
S0464,Male,Group D,High school,Standard,Completed,41,35,68,No,3,Yes,10,Yes,Good,3.7,Medium,8
S0465,Male,Group E,Bachelor's degree,Free/Reduced,None,53,94,74,No,1,No,4,No,Good,5.9,Medium,4
S0466,Male,Group D,Bachelor's degree,Standard,Completed,51,51,63,No,19,Yes,3,No,Poor,3.9,Medium,3
S0467,Male,Group D,Some college,Standard,Completed,76,46,51,No,14,Yes,10,Yes,Average,4.4,Low,9
